"product_key","product_id","product_name","product_cost","product_line","category_id","category","sub_category","product_serial","product_start_date","product_end_date","maintenance"
"211","420","ML Mountain Rear Wheel",105,"Mountain","CO_WH","Components","Wheels","RW-M762","2012-07-01","","Yes"
"212","421","HL Mountain Rear Wheel",145,"Mountain","CO_WH","Components","Wheels","RW-M928","2012-07-01","","Yes"
"213","422","LL Road Rear Wheel",50,"Road","CO_WH","Components","Wheels","RW-R623","2012-07-01","","Yes"
"214","423","ML Road Rear Wheel",122,"Road","CO_WH","Components","Wheels","RW-R762","2012-07-01","","Yes"
"215","424","HL Road Rear Wheel",159,"Road","CO_WH","Components","Wheels","RW-R820","2012-07-01","","Yes"
"216","425","Touring Rear Wheel",109,"Touring","CO_WH","Components","Wheels","RW-T905","2012-07-01","","Yes"
"217","426","ML Mountain Frame - Black- 40",186,"Mountain","CO_MF","Components","Mountain Frames","FR-M63B-40","2012-07-01","","Yes"
"218","427","ML Mountain Frame - Black- 44",186,"Mountain","CO_MF","Components","Mountain Frames","FR-M63B-44","2012-07-01","","Yes"
"219","428","ML Mountain Frame - Black- 48",186,"Mountain","CO_MF","Components","Mountain Frames","FR-M63B-48","2012-07-01","","Yes"
"220","429","ML Road Frame-W - Yellow- 40",300,"Road","CO_RF","Components","Road Frames","FR-R72Y-40","2012-07-01","2013-06-30","Yes"
"221","430","ML Road Frame-W - Yellow- 40",361,"Road","CO_RF","Components","Road Frames","FR-R72Y-40","2013-07-01","","Yes"
"222","431","ML Road Frame-W - Yellow- 42",300,"Road","CO_RF","Components","Road Frames","FR-R72Y-42","2012-07-01","2013-06-30","Yes"
"223","432","ML Road Frame-W - Yellow- 42",361,"Road","CO_RF","Components","Road Frames","FR-R72Y-42","2013-07-01","","Yes"
"224","433","ML Road Frame-W - Yellow- 44",300,"Road","CO_RF","Components","Road Frames","FR-R72Y-44","2012-07-01","2013-06-30","Yes"
"225","434","ML Road Frame-W - Yellow- 44",361,"Road","CO_RF","Components","Road Frames","FR-R72Y-44","2013-07-01","","Yes"
"226","435","ML Road Frame-W - Yellow- 48",300,"Road","CO_RF","Components","Road Frames","FR-R72Y-48","2012-07-01","2013-06-30","Yes"
"227","436","ML Road Frame-W - Yellow- 48",361,"Road","CO_RF","Components","Road Frames","FR-R72Y-48","2013-07-01","","Yes"
"228","437","HL Road Frame - Black- 62",722,"Road","CO_RF","Components","Road Frames","FR-R92B-62","2012-07-01","2013-06-30","Yes"
"229","438","HL Road Frame - Black- 62",869,"Road","CO_RF","Components","Road Frames","FR-R92B-62","2013-07-01","","Yes"
"230","439","HL Road Frame - Black- 44",722,"Road","CO_RF","Components","Road Frames","FR-R92B-44","2012-07-01","2013-06-30","Yes"
"231","440","HL Road Frame - Black- 44",869,"Road","CO_RF","Components","Road Frames","FR-R92B-44","2013-07-01","","Yes"
"232","441","HL Road Frame - Black- 48",722,"Road","CO_RF","Components","Road Frames","FR-R92B-48","2012-07-01","2013-06-30","Yes"
"233","442","HL Road Frame - Black- 48",869,"Road","CO_RF","Components","Road Frames","FR-R92B-48","2013-07-01","","Yes"
"234","443","HL Road Frame - Black- 52",722,"Road","CO_RF","Components","Road Frames","FR-R92B-52","2012-07-01","2013-06-30","Yes"
"235","444","HL Road Frame - Black- 52",869,"Road","CO_RF","Components","Road Frames","FR-R92B-52","2013-07-01","","Yes"
"236","445","Men's Sports Shorts- S",25,"other Sales","CL_SH","Clothing","Shorts","SH-M897-S","2012-07-01","","No"
"237","446","Touring-Panniers- Large",52,"Touring","AC_PA","Accessories","Panniers","PA-T100","2012-07-01","","No"
"238","447","Cable Lock",10,"other Sales","AC_LO","Accessories","Locks","LO-C100","2012-07-01","","Yes"
"239","448","Minipump",8,"other Sales","AC_PU","Accessories","Pumps","PU-0452","2012-07-01","","Yes"
"240","449","Mountain Pump",10,"Mountain","AC_PU","Accessories","Pumps","PU-M044","2012-07-01","","Yes"
"241","450","Taillights - Battery-Powered",6,"Road","AC_LI","Accessories","Lights","LT-T990","2012-07-01","","Yes"
"242","451","Headlights - Dual-Beam",14,"Road","AC_LI","Accessories","Lights","LT-H902","2012-07-01","","Yes"
"243","452","Headlights - Weatherproof",19,"Road","AC_LI","Accessories","Lights","LT-H903","2012-07-01","","Yes"
"244","453","Men's Sports Shorts- M",25,"other Sales","CL_SH","Clothing","Shorts","SH-M897-M","2012-07-01","","No"
"245","454","Men's Sports Shorts- L",25,"other Sales","CL_SH","Clothing","Shorts","SH-M897-L","2012-07-01","","No"
"246","455","Men's Sports Shorts- XL",25,"other Sales","CL_SH","Clothing","Shorts","SH-M897-X","2012-07-01","","No"
"247","456","Women's Tights- S",31,"other Sales","CL_TI","Clothing","Tights","TG-W091-S","2012-07-01","","No"
"248","457","Women's Tights- M",31,"other Sales","CL_TI","Clothing","Tights","TG-W091-M","2012-07-01","","No"
"249","458","Women's Tights- L",31,"other Sales","CL_TI","Clothing","Tights","TG-W091-L","2012-07-01","","No"
"250","459","Men's Bib-Shorts- S",37,"other Sales","CL_BS","Clothing","Bib-Shorts","SB-M891-S","2012-07-01","","No"
"251","460","Men's Bib-Shorts- M",37,"other Sales","CL_BS","Clothing","Bib-Shorts","SB-M891-M","2012-07-01","","No"
"252","461","Men's Bib-Shorts- L",37,"other Sales","CL_BS","Clothing","Bib-Shorts","SB-M891-L","2012-07-01","","No"
"253","462","Half-Finger Gloves- S",10,"other Sales","CL_GL","Clothing","Gloves","GL-H102-S","2012-07-01","2013-06-30","No"
"254","463","Half-Finger Gloves- S",9,"other Sales","CL_GL","Clothing","Gloves","GL-H102-S","2013-07-01","","No"
"255","464","Half-Finger Gloves- M",10,"other Sales","CL_GL","Clothing","Gloves","GL-H102-M","2012-07-01","2013-06-30","No"
"256","465","Half-Finger Gloves- M",9,"other Sales","CL_GL","Clothing","Gloves","GL-H102-M","2013-07-01","","No"
"257","466","Half-Finger Gloves- L",10,"other Sales","CL_GL","Clothing","Gloves","GL-H102-L","2012-07-01","2013-06-30","No"
"258","467","Half-Finger Gloves- L",9,"other Sales","CL_GL","Clothing","Gloves","GL-H102-L","2013-07-01","","No"
"259","468","Full-Finger Gloves- S",16,"Mountain","CL_GL","Clothing","Gloves","GL-F110-S","2012-07-01","","No"
"260","469","Full-Finger Gloves- M",16,"Mountain","CL_GL","Clothing","Gloves","GL-F110-M","2012-07-01","","No"
"261","470","Full-Finger Gloves- L",16,"Mountain","CL_GL","Clothing","Gloves","GL-F110-L","2012-07-01","","No"
"262","471","Classic Vest- S",24,"other Sales","CL_VE","Clothing","Vests","VE-C304-S","2013-07-01","","No"
"263","472","Classic Vest- M",24,"other Sales","CL_VE","Clothing","Vests","VE-C304-M","2013-07-01","","No"
"264","473","Classic Vest- L",24,"other Sales","CL_VE","Clothing","Vests","VE-C304-L","2013-07-01","","No"
"265","474","Women's Mountain Shorts- S",26,"Mountain","CL_SH","Clothing","Shorts","SH-W890-S","2013-07-01","","No"
"266","475","Women's Mountain Shorts- M",26,"Mountain","CL_SH","Clothing","Shorts","SH-W890-M","2013-07-01","","No"
"267","476","Women's Mountain Shorts- L",26,"Mountain","CL_SH","Clothing","Shorts","SH-W890-L","2013-07-01","","No"
"268","477","Water Bottle - 30 oz.",2,"other Sales","AC_BC","Accessories","Bottles and Cages","WB-H098","2013-07-01","","No"
"269","478","Mountain Bottle Cage",4,"Mountain","AC_BC","Accessories","Bottles and Cages","BC-M005","2013-07-01","","No"
"270","479","Road Bottle Cage",3,"Road","AC_BC","Accessories","Bottles and Cages","BC-R205","2013-07-01","","No"
"271","480","Patch Kit/8 Patches",1,"other Sales","AC_TT","Accessories","Tires and Tubes","PK-7098","2013-07-01","","Yes"
"272","481","Racing Socks- M",3,"Road","CL_SO","Clothing","Socks","SO-R809-M","2013-07-01","","No"
"273","482","Racing Socks- L",3,"Road","CL_SO","Clothing","Socks","SO-R809-L","2013-07-01","","No"
"274","483","Hitch Rack - 4-Bike",45,"other Sales","AC_BR","Accessories","Bike Racks","RA-H123","2013-07-01","","Yes"
"275","484","Bike Wash - Dissolver",3,"other Sales","AC_CL","Accessories","Cleaners","CL-9009","2013-07-01","","Yes"
"276","485","Fender Set - Mountain",8,"Mountain","AC_FE","Accessories","Fenders","FE-6654","2013-07-01","","No"
"277","486","All-Purpose Bike Stand",59,"Mountain","AC_BS","Accessories","Bike Stands","ST-1401","2013-07-01","","No"
"278","487","Hydration Pack - 70 oz.",21,"other Sales","AC_HP","Accessories","Hydration Packs","HY-1023-70","2013-07-01","","No"
"279","488","Short-Sleeve Classic Jersey- S",42,"other Sales","CL_JE","Clothing","Jerseys","SJ-0194-S","2013-07-01","","No"
"280","489","Short-Sleeve Classic Jersey- M",42,"other Sales","CL_JE","Clothing","Jerseys","SJ-0194-M","2013-07-01","","No"
"281","490","Short-Sleeve Classic Jersey- L",42,"other Sales","CL_JE","Clothing","Jerseys","SJ-0194-L","2013-07-01","","No"
"282","491","Short-Sleeve Classic Jersey- XL",42,"other Sales","CL_JE","Clothing","Jerseys","SJ-0194-X","2013-07-01","","No"
"283","492","HL Touring Frame - Yellow- 60",602,"Touring","CO_TF","Components","Touring Frames","FR-T98Y-60","2013-07-01","","Yes"
"284","493","LL Touring Frame - Yellow- 62",200,"Touring","CO_TF","Components","Touring Frames","FR-T67Y-62","2013-07-01","","Yes"
"285","494","HL Touring Frame - Yellow- 46",602,"Touring","CO_TF","Components","Touring Frames","FR-T98Y-46","2013-07-01","","Yes"
"286","495","HL Touring Frame - Yellow- 50",602,"Touring","CO_TF","Components","Touring Frames","FR-T98Y-50","2013-07-01","","Yes"
"287","496","HL Touring Frame - Yellow- 54",602,"Touring","CO_TF","Components","Touring Frames","FR-T98Y-54","2013-07-01","","Yes"
"288","497","HL Touring Frame - Blue- 46",602,"Touring","CO_TF","Components","Touring Frames","FR-T98U-46","2013-07-01","","Yes"
"289","498","HL Touring Frame - Blue- 50",602,"Touring","CO_TF","Components","Touring Frames","FR-T98U-50","2013-07-01","","Yes"
"290","499","HL Touring Frame - Blue- 54",602,"Touring","CO_TF","Components","Touring Frames","FR-T98U-54","2013-07-01","","Yes"
"291","500","HL Touring Frame - Blue- 60",602,"Touring","CO_TF","Components","Touring Frames","FR-T98U-60","2013-07-01","","Yes"
"292","501","Rear Derailleur",54,"Unkown","CO_DE","Components","Derailleurs","RD-2308","2013-07-01","","Yes"
"293","502","LL Touring Frame - Blue- 50",200,"Touring","CO_TF","Components","Touring Frames","FR-T67U-50","2013-07-01","","Yes"
"294","503","LL Touring Frame - Blue- 54",200,"Touring","CO_TF","Components","Touring Frames","FR-T67U-54","2013-07-01","","Yes"
"295","504","LL Touring Frame - Blue- 58",200,"Touring","CO_TF","Components","Touring Frames","FR-T67U-58","2013-07-01","","Yes"
"296","505","LL Touring Frame - Blue- 62",200,"Touring","CO_TF","Components","Touring Frames","FR-T67U-62","2013-07-01","","Yes"
"297","506","LL Touring Frame - Yellow- 44",200,"Touring","CO_TF","Components","Touring Frames","FR-T67Y-44","2013-07-01","","Yes"
"298","507","LL Touring Frame - Yellow- 50",200,"Touring","CO_TF","Components","Touring Frames","FR-T67Y-50","2013-07-01","","Yes"
"299","508","LL Touring Frame - Yellow- 54",200,"Touring","CO_TF","Components","Touring Frames","FR-T67Y-54","2013-07-01","","Yes"
"300","509","LL Touring Frame - Yellow- 58",200,"Touring","CO_TF","Components","Touring Frames","FR-T67Y-58","2013-07-01","","Yes"
"301","510","LL Touring Frame - Blue- 44",200,"Touring","CO_TF","Components","Touring Frames","FR-T67U-44","2013-07-01","","Yes"
"302","511","ML Mountain Frame-W - Silver- 40",199,"Mountain","CO_MF","Components","Mountain Frames","FR-M63S-40","2013-07-01","","Yes"
"303","512","ML Mountain Frame-W - Silver- 42",199,"Mountain","CO_MF","Components","Mountain Frames","FR-M63S-42","2013-07-01","","Yes"
"304","513","ML Mountain Frame-W - Silver- 46",199,"Mountain","CO_MF","Components","Mountain Frames","FR-M63S-46","2013-07-01","","Yes"
"305","514","Rear Brakes",47,"Unkown","CO_BR","Components","Brakes","RB-9231","2013-07-01","","Yes"
"306","515","LL Mountain Seat/Saddle",12,"Mountain","CO_SA","Components","Saddles","SE-M236","2013-07-01","","No"
"307","516","ML Mountain Seat/Saddle",17,"Mountain","CO_SA","Components","Saddles","SE-M798","2013-07-01","","No"
"308","517","HL Mountain Seat/Saddle",23,"Mountain","CO_SA","Components","Saddles","SE-M940","2013-07-01","","No"
"309","518","LL Road Seat/Saddle",12,"Road","CO_SA","Components","Saddles","SE-R581","2013-07-01","","No"
"310","519","ML Road Seat/Saddle",17,"Touring","CO_SA","Components","Saddles","SE-R908","2013-07-01","","No"
"311","520","HL Road Seat/Saddle",23,"Road","CO_SA","Components","Saddles","SE-R995","2013-07-01","","No"
"312","521","LL Touring Seat/Saddle",12,"Touring","CO_SA","Components","Saddles","SE-T312","2013-07-01","","No"
"313","522","ML Touring Seat/Saddle",17,"Touring","CO_SA","Components","Saddles","SE-T762","2013-07-01","","No"
"314","523","HL Touring Seat/Saddle",23,"Touring","CO_SA","Components","Saddles","SE-T924","2013-07-01","","No"
"315","524","LL Mountain Frame - Silver- 42",145,"Mountain","CO_MF","Components","Mountain Frames","FR-M21S-42","2013-07-01","","Yes"
"316","525","LL Mountain Frame - Silver- 44",145,"Mountain","CO_MF","Components","Mountain Frames","FR-M21S-44","2013-07-01","","Yes"
"317","526","LL Mountain Frame - Silver- 48",145,"Mountain","CO_MF","Components","Mountain Frames","FR-M21S-48","2013-07-01","","Yes"
"318","527","LL Mountain Frame - Silver- 52",145,"Mountain","CO_MF","Components","Mountain Frames","FR-M21S-52","2013-07-01","","Yes"
"319","528","Mountain Tire Tube",2,"Mountain","AC_TT","Accessories","Tires and Tubes","TT-M928","2013-07-01","","Yes"
"320","529","Road Tire Tube",1,"Road","AC_TT","Accessories","Tires and Tubes","TT-R982","2013-07-01","","Yes"
"321","530","Touring Tire Tube",2,"Touring","AC_TT","Accessories","Tires and Tubes","TT-T092","2013-07-01","","Yes"
"322","531","LL Mountain Frame - Black- 42",137,"Mountain","CO_MF","Components","Mountain Frames","FR-M21B-42","2013-07-01","","Yes"
"323","532","LL Mountain Frame - Black- 44",137,"Mountain","CO_MF","Components","Mountain Frames","FR-M21B-44","2013-07-01","","Yes"
"324","533","LL Mountain Frame - Black- 48",137,"Mountain","CO_MF","Components","Mountain Frames","FR-M21B-48","2013-07-01","","Yes"
"325","534","LL Mountain Frame - Black- 52",137,"Mountain","CO_MF","Components","Mountain Frames","FR-M21B-52","2013-07-01","","Yes"
"326","535","LL Mountain Tire",9,"Mountain","AC_TT","Accessories","Tires and Tubes","TI-M267","2013-07-01","","Yes"
"327","536","ML Mountain Tire",11,"Mountain","AC_TT","Accessories","Tires and Tubes","TI-M602","2013-07-01","","Yes"
"328","537","HL Mountain Tire",13,"Mountain","AC_TT","Accessories","Tires and Tubes","TI-M823","2013-07-01","","Yes"
"329","538","LL Road Tire",8,"Road","AC_TT","Accessories","Tires and Tubes","TI-R092","2013-07-01","","Yes"
"330","539","ML Road Tire",9,"Road","AC_TT","Accessories","Tires and Tubes","TI-R628","2013-07-01","","Yes"
"331","540","HL Road Tire",12,"Road","AC_TT","Accessories","Tires and Tubes","TI-R982","2013-07-01","","Yes"
"332","541","Touring Tire",11,"Touring","AC_TT","Accessories","Tires and Tubes","TI-T723","2013-07-01","","Yes"
"333","542","LL Mountain Pedal",18,"Mountain","CO_PE","","","PD-M282","2013-07-01","",""
"334","543","ML Mountain Pedal",28,"Mountain","CO_PE","","","PD-M340","2013-07-01","",""
"335","544","HL Mountain Pedal",36,"Mountain","CO_PE","","","PD-M562","2013-07-01","",""
"336","545","LL Road Pedal",18,"Road","CO_PE","","","PD-R347","2013-07-01","",""
"337","546","ML Road Pedal",28,"Road","CO_PE","","","PD-R563","2013-07-01","",""
"338","547","HL Road Pedal",36,"Road","CO_PE","","","PD-R853","2013-07-01","",""
"339","548","Touring Pedal",36,"Touring","CO_PE","","","PD-T852","2013-07-01","",""
"340","549","ML Mountain Frame-W - Silver- 38",199,"Mountain","CO_MF","Components","Mountain Frames","FR-M63S-38","2013-07-01","","Yes"
"341","550","LL Mountain Frame - Black- 40",137,"Mountain","CO_MF","Components","Mountain Frames","FR-M21B-40","2013-07-01","","Yes"
"342","551","LL Mountain Frame - Silver- 40",145,"Mountain","CO_MF","Components","Mountain Frames","FR-M21S-40","2013-07-01","","Yes"
"343","552","Front Derailleur",41,"Unkown","CO_DE","Components","Derailleurs","FD-2342","2013-07-01","","Yes"
"344","553","LL Touring Handlebars",20,"Touring","CO_HB","Components","Handlebars","HB-T721","2013-07-01","","No"
"345","554","HL Touring Handlebars",41,"Touring","CO_HB","Components","Handlebars","HB-T928","2013-07-01","","No"
"346","555","Front Brakes",47,"Unkown","CO_BR","Components","Brakes","FB-9873","2013-07-01","","Yes"
"347","556","LL Crankset",78,"Unkown","CO_CS","Components","Cranksets","CS-4759","2013-07-01","","Yes"
"348","557","ML Crankset",114,"Unkown","CO_CS","Components","Cranksets","CS-6583","2013-07-01","","Yes"
"349","558","HL Crankset",180,"Unkown","CO_CS","Components","Cranksets","CS-9183","2013-07-01","","Yes"
"350","559","Chain",9,"Unkown","CO_CH","Components","Chains","CH-0234","2013-07-01","","Yes"
"351","560","Touring-2000 Blue- 60",755,"Touring","BI_TB","Bikes","Touring Bikes","BK-T44U-60","2013-07-01","","Yes"
"352","561","Touring-1000 Yellow- 46",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79Y-46","2013-07-01","","Yes"
"353","562","Touring-1000 Yellow- 50",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79Y-50","2013-07-01","","Yes"
"354","563","Touring-1000 Yellow- 54",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79Y-54","2013-07-01","","Yes"
"355","564","Touring-1000 Yellow- 60",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79Y-60","2013-07-01","","Yes"
"356","565","Touring-3000 Blue- 54",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18U-54","2013-07-01","","Yes"
"357","566","Touring-3000 Blue- 58",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18U-58","2013-07-01","","Yes"
"358","567","Touring-3000 Blue- 62",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18U-62","2013-07-01","","Yes"
"359","568","Touring-3000 Yellow- 44",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18Y-44","2013-07-01","","Yes"
"360","569","Touring-3000 Yellow- 50",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18Y-50","2013-07-01","","Yes"
"361","570","Touring-3000 Yellow- 54",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18Y-54","2013-07-01","","Yes"
"362","571","Touring-3000 Yellow- 58",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18Y-58","2013-07-01","","Yes"
"363","572","Touring-3000 Yellow- 62",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18Y-62","2013-07-01","","Yes"
"364","573","Touring-1000 Blue- 46",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79U-46","2013-07-01","","Yes"
"365","574","Touring-1000 Blue- 50",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79U-50","2013-07-01","","Yes"
"366","575","Touring-1000 Blue- 54",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79U-54","2013-07-01","","Yes"
"367","576","Touring-1000 Blue- 60",1482,"Touring","BI_TB","Bikes","Touring Bikes","BK-T79U-60","2013-07-01","","Yes"
"368","577","Touring-2000 Blue- 46",755,"Touring","BI_TB","Bikes","Touring Bikes","BK-T44U-46","2013-07-01","","Yes"
"369","578","Touring-2000 Blue- 50",755,"Touring","BI_TB","Bikes","Touring Bikes","BK-T44U-50","2013-07-01","","Yes"
"370","579","Touring-2000 Blue- 54",755,"Touring","BI_TB","Bikes","Touring Bikes","BK-T44U-54","2013-07-01","","Yes"
"371","580","Road-350-W Yellow- 40",1083,"Road","BI_RB","Bikes","Road Bikes","BK-R79Y-40","2013-07-01","","Yes"
"372","581","Road-350-W Yellow- 42",1083,"Road","BI_RB","Bikes","Road Bikes","BK-R79Y-42","2013-07-01","","Yes"
"373","582","Road-350-W Yellow- 44",1083,"Road","BI_RB","Bikes","Road Bikes","BK-R79Y-44","2013-07-01","","Yes"
"374","583","Road-350-W Yellow- 48",1083,"Road","BI_RB","Bikes","Road Bikes","BK-R79Y-48","2013-07-01","","Yes"
"375","584","Road-750 Black- 58",344,"Road","BI_RB","Bikes","Road Bikes","BK-R19B-58","2013-07-01","","Yes"
"376","585","Touring-3000 Blue- 44",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18U-44","2013-07-01","","Yes"
"377","586","Touring-3000 Blue- 50",461,"Touring","BI_TB","Bikes","Touring Bikes","BK-T18U-50","2013-07-01","","Yes"
"378","587","Mountain-400-W Silver- 38",420,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M38S-38","2013-07-01","","Yes"
"379","588","Mountain-400-W Silver- 40",420,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M38S-40","2013-07-01","","Yes"
"380","589","Mountain-400-W Silver- 42",420,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M38S-42","2013-07-01","","Yes"
"381","590","Mountain-400-W Silver- 46",420,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M38S-46","2013-07-01","","Yes"
"382","591","Mountain-500 Silver- 40",308,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18S-40","2013-07-01","","Yes"
"383","592","Mountain-500 Silver- 42",308,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18S-42","2013-07-01","","Yes"
"384","593","Mountain-500 Silver- 44",308,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18S-44","2013-07-01","","Yes"
"385","594","Mountain-500 Silver- 48",308,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18S-48","2013-07-01","","Yes"
"386","595","Mountain-500 Silver- 52",308,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18S-52","2013-07-01","","Yes"
"387","596","Mountain-500 Black- 40",295,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18B-40","2013-07-01","","Yes"
"388","597","Mountain-500 Black- 42",295,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18B-42","2013-07-01","","Yes"
"389","598","Mountain-500 Black- 44",295,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18B-44","2013-07-01","","Yes"
"390","599","Mountain-500 Black- 48",295,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18B-48","2013-07-01","","Yes"
"391","600","Mountain-500 Black- 52",295,"Mountain","BI_MB","Bikes","Mountain Bikes","BK-M18B-52","2013-07-01","","Yes"
"392","601","LL Bottom Bracket",24,"Unkown","CO_BB","Components","Bottom Brackets","BB-7421","2013-07-01","","Yes"
"393","602","ML Bottom Bracket",45,"Unkown","CO_BB","Components","Bottom Brackets","BB-8107","2013-07-01","","Yes"
"394","603","HL Bottom Bracket",54,"Unkown","CO_BB","Components","Bottom Brackets","BB-9108","2013-07-01","","Yes"
"395","604","Road-750 Black- 44",344,"Road","BI_RB","Bikes","Road Bikes","BK-R19B-44","2013-07-01","","Yes"
"396","605","Road-750 Black- 48",344,"Road","BI_RB","Bikes","Road Bikes","BK-R19B-48","2013-07-01","","Yes"
"397","606","Road-750 Black- 52",344,"Road","BI_RB","Bikes","Road Bikes","BK-R19B-52","2013-07-01","","Yes"
