"order_number","product_key","customer_key","order_date","shipping_date","due_date","total_sales","quantity","price"
"SO55434","268","349","2013-03-31","2013-04-07","2013-04-12",5,1,5
"SO55434","270","349","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55434","281","349","2013-03-31","2013-04-07","2013-04-12",54,1,54
"SO55435","268","1662","2013-03-31","2013-04-07","2013-04-12",5,1,5
"SO55435","269","1662","2013-03-31","2013-04-07","2013-04-12",10,1,10
"SO55435","8","1662","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55435","7","1662","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55435","6","1662","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55436","25","1263","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55436","24","1263","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55436","23","1263","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55436","16","1263","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55436","15","1263","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55436","14","1263","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55437","163","9341","2013-03-31","2013-04-07","2013-04-12",2443,1,2443
"SO55437","162","9341","2013-03-31","2013-04-07","2013-04-12",2443,1,2443
"SO55438","374","5977","2013-03-31","2013-04-07","2013-04-12",1701,1,1701
"SO55438","8","5977","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55438","7","5977","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55438","6","5977","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55438","28","5977","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55438","27","5977","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55438","26","5977","2013-03-31","2013-04-07","2013-04-12",50,1,50
"SO55439","378","3018","2013-03-31","2013-04-07","2013-04-12",769,1,769
"SO55439","267","3018","2013-03-31","2013-04-07","2013-04-12",70,1,70
"SO55439","16","3018","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55439","15","3018","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55439","14","3018","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55440","148","1081","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55440","147","1081","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55440","328","1081","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55441","150","629","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55441","149","629","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55441","271","629","2013-03-31","2013-04-07","2013-04-12",2,1,2
"SO55442","148","1365","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55442","147","1365","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55443","357","3847","2013-03-31","2013-04-07","2013-04-12",742,1,742
"SO55443","5","3847","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55443","4","3847","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55443","3","3847","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55444","375","16339","2013-03-31","2013-04-07","2013-04-12",540,1,540
"SO55444","270","16339","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55444","275","16339","2013-03-31","2013-04-07","2013-04-12",8,1,8
"SO55445","165","8094","2013-03-31","2013-04-07","2013-04-12",2443,1,2443
"SO55445","164","8094","2013-03-31","2013-04-07","2013-04-12",2443,1,2443
"SO55445","270","8094","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55445","268","8094","2013-03-31","2013-04-07","2013-04-12",5,1,5
"SO55446","152","1350","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55446","151","1350","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55446","5","1350","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55446","4","1350","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55446","3","1350","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55447","146","1356","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55447","145","1356","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55447","276","1356","2013-03-31","2013-04-07","2013-04-12",22,1,22
"SO55447","272","1356","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55448","150","1669","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55448","149","1669","2013-03-31","2013-04-07","2013-04-12",2295,1,2295
"SO55448","5","1669","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55448","4","1669","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55448","3","1669","2013-03-31","2013-04-07","2013-04-12",35,1,35
"SO55449","144","1004","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55449","143","1004","2013-03-31","2013-04-07","2013-04-12",2320,1,2320
"SO55449","278","1004","2013-03-31","2013-04-07","2013-04-12",55,1,55
"SO55449","258","1004","2013-03-31","2013-04-07","2013-04-12",24,1,24
"SO55449","257","1004","2013-03-31","2013-04-07","2013-04-12",24,1,24
"SO55450","395","11073","2013-03-31","2013-04-07","2013-04-12",540,1,540
"SO55450","270","11073","2013-03-31","2013-04-07","2013-04-12",9,1,9
"SO55450","268","11073","2013-03-31","2013-04-07","2013-04-12",5,1,5
"SO55450","263","11073","2013-03-31","2013-04-07","2013-04-12",64,1,64
"SO55451","181","13906","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55451","180","13906","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55451","330","13906","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55451","19","13906","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55451","18","13906","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55451","17","13906","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55452","179","5522","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55452","178","5522","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55453","150","1386","2013-04-01","2013-04-08","2013-04-13",2295,1,2295
"SO55453","149","1386","2013-04-01","2013-04-08","2013-04-13",2295,1,2295
"SO55453","269","1386","2013-04-01","2013-04-08","2013-04-13",10,1,10
"SO55454","144","1214","2013-04-01","2013-04-08","2013-04-13",2320,1,2320
"SO55454","143","1214","2013-04-01","2013-04-08","2013-04-13",2320,1,2320
"SO55454","268","1214","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55454","269","1214","2013-04-01","2013-04-08","2013-04-13",10,1,10
"SO55454","13","1214","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55454","12","1214","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55454","11","1214","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55455","270","1366","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55455","268","1366","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55456","326","2629","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55456","319","2629","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55456","271","2629","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55457","319","7286","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55457","327","7286","2013-04-01","2013-04-08","2013-04-13",30,1,30
"SO55457","13","7286","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55457","12","7286","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55457","11","7286","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55458","268","13472","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55459","266","16351","2013-04-01","2013-04-08","2013-04-13",70,1,70
"SO55460","320","8630","2013-04-01","2013-04-08","2013-04-13",4,1,4
"SO55460","329","8630","2013-04-01","2013-04-08","2013-04-13",21,1,21
"SO55460","5","8630","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55460","4","8630","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55460","3","8630","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55461","16","6319","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55461","15","6319","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55461","14","6319","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55462","321","506","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55462","8","506","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55462","7","506","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55462","6","506","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55462","25","506","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55462","24","506","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55462","23","506","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55462","254","506","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55462","253","506","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55463","320","212","2013-04-01","2013-04-08","2013-04-13",4,1,4
"SO55463","280","212","2013-04-01","2013-04-08","2013-04-13",54,1,54
"SO55463","16","212","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55463","15","212","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55463","14","212","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55464","320","18053","2013-04-01","2013-04-08","2013-04-13",4,1,4
"SO55464","13","18053","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55464","12","18053","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55464","11","18053","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55465","320","18233","2013-04-01","2013-04-08","2013-04-13",4,1,4
"SO55465","330","18233","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55465","256","18233","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55465","255","18233","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55465","274","18233","2013-04-01","2013-04-08","2013-04-13",120,1,120
"SO55466","321","17091","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55466","13","17091","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55466","12","17091","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55466","11","17091","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55467","321","17003","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55467","8","17003","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55467","7","17003","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55467","6","17003","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55468","326","14207","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55469","332","15260","2013-04-01","2013-04-08","2013-04-13",29,1,29
"SO55469","321","15260","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55469","13","15260","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55469","12","15260","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55469","11","15260","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55470","327","12199","2013-04-01","2013-04-08","2013-04-13",30,1,30
"SO55470","319","12199","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55471","269","10803","2013-04-01","2013-04-08","2013-04-13",10,1,10
"SO55471","268","10803","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55471","279","10803","2013-04-01","2013-04-08","2013-04-13",54,1,54
"SO55471","16","10803","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55471","15","10803","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55471","14","10803","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55472","269","9706","2013-04-01","2013-04-08","2013-04-13",10,1,10
"SO55472","8","9706","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55472","7","9706","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55472","6","9706","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55472","256","9706","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55472","255","9706","2013-04-01","2013-04-08","2013-04-13",24,1,24
"SO55473","265","7810","2013-04-01","2013-04-08","2013-04-13",70,1,70
"SO55473","28","7810","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55473","27","7810","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55473","26","7810","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55474","265","3503","2013-04-01","2013-04-08","2013-04-13",70,1,70
"SO55475","319","3655","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55475","271","3655","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55476","319","11060","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55476","271","11060","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55477","276","3850","2013-04-01","2013-04-08","2013-04-13",22,1,22
"SO55477","5","3850","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55477","4","3850","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55477","3","3850","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55478","330","4619","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55479","330","6971","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55479","271","6971","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55480","326","7043","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55480","319","7043","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55481","326","7025","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55481","319","7025","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55481","274","7025","2013-04-01","2013-04-08","2013-04-13",120,1,120
"SO55482","319","6747","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55482","326","6747","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55483","326","6789","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55483","319","6789","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55483","8","6789","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55483","7","6789","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55483","6","6789","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55484","326","6841","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55484","319","6841","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55484","277","6841","2013-04-01","2013-04-08","2013-04-13",159,1,159
"SO55485","332","12757","2013-04-01","2013-04-08","2013-04-13",29,1,29
"SO55485","271","12757","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55485","274","12757","2013-04-01","2013-04-08","2013-04-13",120,1,120
"SO55486","332","16931","2013-04-01","2013-04-08","2013-04-13",29,1,29
"SO55486","321","16931","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55486","271","16931","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55487","328","1066","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55487","319","1066","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55487","271","1066","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55488","328","726","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55488","319","726","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55488","276","726","2013-04-01","2013-04-08","2013-04-13",22,1,22
"SO55488","275","726","2013-04-01","2013-04-08","2013-04-13",8,1,8
"SO55489","328","4158","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55489","319","4158","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55489","5","4158","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55489","4","4158","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55489","3","4158","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55490","379","3105","2013-04-01","2013-04-08","2013-04-13",769,1,769
"SO55490","265","3105","2013-04-01","2013-04-08","2013-04-13",70,1,70
"SO55490","19","3105","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55490","18","3105","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55490","17","3105","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55491","146","2221","2013-04-01","2013-04-08","2013-04-13",2320,1,2320
"SO55491","145","2221","2013-04-01","2013-04-08","2013-04-13",2320,1,2320
"SO55491","276","2221","2013-04-01","2013-04-08","2013-04-13",22,1,22
"SO55491","277","2221","2013-04-01","2013-04-08","2013-04-13",159,1,159
"SO55492","370","15934","2013-04-01","2013-04-08","2013-04-13",1215,1,1215
"SO55492","16","15934","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55492","15","15934","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55492","14","15934","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55493","369","388","2013-04-01","2013-04-08","2013-04-13",1215,1,1215
"SO55493","270","388","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55493","268","388","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55494","396","9824","2013-04-01","2013-04-08","2013-04-13",540,1,540
"SO55494","13","9824","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55494","12","9824","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55494","11","9824","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55494","264","9824","2013-04-01","2013-04-08","2013-04-13",64,1,64
"SO55495","397","9985","2013-04-01","2013-04-08","2013-04-13",540,1,540
"SO55495","8","9985","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55495","7","9985","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55495","6","9985","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55496","375","9989","2013-04-01","2013-04-08","2013-04-13",540,1,540
"SO55497","352","18103","2013-04-01","2013-04-08","2013-04-13",2384,1,2384
"SO55498","367","18104","2013-04-01","2013-04-08","2013-04-13",2384,1,2384
"SO55498","5","18104","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55498","4","18104","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55498","3","18104","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55499","152","1677","2013-04-01","2013-04-08","2013-04-13",2295,1,2295
"SO55499","151","1677","2013-04-01","2013-04-08","2013-04-13",2295,1,2295
"SO55499","278","1677","2013-04-01","2013-04-08","2013-04-13",55,1,55
"SO55500","395","11897","2013-04-01","2013-04-08","2013-04-13",540,1,540
"SO55500","329","11897","2013-04-01","2013-04-08","2013-04-13",21,1,21
"SO55500","320","11897","2013-04-01","2013-04-08","2013-04-13",4,1,4
"SO55500","8","11897","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55500","7","11897","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55500","6","11897","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55501","375","11067","2013-04-01","2013-04-08","2013-04-13",540,1,540
"SO55502","179","9000","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55502","178","9000","2013-04-01","2013-04-08","2013-04-13",1120,1,1120
"SO55502","330","9000","2013-04-01","2013-04-08","2013-04-13",25,1,25
"SO55502","271","9000","2013-04-01","2013-04-08","2013-04-13",2,1,2
"SO55503","355","14721","2013-04-01","2013-04-08","2013-04-13",2384,1,2384
"SO55503","268","14721","2013-04-01","2013-04-08","2013-04-13",5,1,5
"SO55503","270","14721","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55503","13","14721","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55503","12","14721","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55503","11","14721","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55504","364","1648","2013-04-01","2013-04-08","2013-04-13",2384,1,2384
"SO55504","13","1648","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55504","12","1648","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55504","11","1648","2013-04-01","2013-04-08","2013-04-13",35,1,35
"SO55504","22","1648","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55504","21","1648","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55504","20","1648","2013-04-01","2013-04-08","2013-04-13",50,1,50
"SO55504","16","1648","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55504","15","1648","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55504","14","1648","2013-04-01","2013-04-08","2013-04-13",9,1,9
"SO55505","146","1303","2013-04-02","2013-04-09","2013-04-14",2320,1,2320
"SO55505","145","1303","2013-04-02","2013-04-09","2013-04-14",2320,1,2320
"SO55505","278","1303","2013-04-02","2013-04-09","2013-04-14",55,1,55
"SO55506","379","2794","2013-04-02","2013-04-09","2013-04-14",769,1,769
"SO55506","267","2794","2013-04-02","2013-04-09","2013-04-14",70,1,70
"SO55507","320","6730","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55507","329","6730","2013-04-02","2013-04-09","2013-04-14",21,1,21
"SO55507","5","6730","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55507","4","6730","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55507","3","6730","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55507","28","6730","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55507","27","6730","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55507","26","6730","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55508","319","14225","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55508","271","14225","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55509","320","761","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55509","278","761","2013-04-02","2013-04-09","2013-04-14",55,1,55
"SO55509","264","761","2013-04-02","2013-04-09","2013-04-14",64,1,64
"SO55510","269","18305","2013-04-02","2013-04-09","2013-04-14",10,1,10
"SO55510","16","18305","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55510","15","18305","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55510","14","18305","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55510","268","18305","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55511","275","5931","2013-04-02","2013-04-09","2013-04-14",8,1,8
"SO55512","254","1346","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55512","253","1346","2013-04-02","2013-04-09","2013-04-14",24,1,24
"SO55513","381","2808","2013-04-02","2013-04-09","2013-04-14",769,1,769
"SO55513","277","2808","2013-04-02","2013-04-09","2013-04-14",159,1,159
"SO55514","320","16225","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55514","271","16225","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55515","320","18076","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55515","263","18076","2013-04-02","2013-04-09","2013-04-14",64,1,64
"SO55516","320","17797","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55516","330","17797","2013-04-02","2013-04-09","2013-04-14",25,1,25
"SO55516","8","17797","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55516","7","17797","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55516","6","17797","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55517","321","17267","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55518","326","15350","2013-04-02","2013-04-09","2013-04-14",25,1,25
"SO55518","271","15350","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55519","326","254","2013-04-02","2013-04-09","2013-04-14",25,1,25
"SO55520","331","13738","2013-04-02","2013-04-09","2013-04-14",33,1,33
"SO55520","320","13738","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55520","271","13738","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55520","275","13738","2013-04-02","2013-04-09","2013-04-14",8,1,8
"SO55521","327","1940","2013-04-02","2013-04-09","2013-04-14",30,1,30
"SO55521","271","1940","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55522","269","10751","2013-04-02","2013-04-09","2013-04-14",10,1,10
"SO55522","268","10751","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55522","279","10751","2013-04-02","2013-04-09","2013-04-14",54,1,54
"SO55523","267","7542","2013-04-02","2013-04-09","2013-04-14",70,1,70
"SO55524","268","7313","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55524","271","7313","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55524","275","7313","2013-04-02","2013-04-09","2013-04-14",8,1,8
"SO55525","268","6527","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55526","266","16438","2013-04-02","2013-04-09","2013-04-14",70,1,70
"SO55526","16","16438","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55526","15","16438","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55526","14","16438","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55527","268","5964","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55527","13","5964","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55527","12","5964","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55527","11","5964","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55528","268","7105","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55528","16","7105","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55528","15","7105","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55528","14","7105","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55529","276","3455","2013-04-02","2013-04-09","2013-04-14",22,1,22
"SO55529","269","3455","2013-04-02","2013-04-09","2013-04-14",10,1,10
"SO55530","319","15702","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55530","13","15702","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55530","12","15702","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55530","11","15702","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55531","320","14670","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55531","13","14670","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55531","12","14670","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55531","11","14670","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55532","327","10511","2013-04-02","2013-04-09","2013-04-14",30,1,30
"SO55532","319","10511","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55532","8","10511","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55532","7","10511","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55532","6","10511","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55532","28","10511","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55532","27","10511","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55532","26","10511","2013-04-02","2013-04-09","2013-04-14",50,1,50
"SO55532","16","10511","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55532","15","10511","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55532","14","10511","2013-04-02","2013-04-09","2013-04-14",9,1,9
"SO55533","320","16784","2013-04-02","2013-04-09","2013-04-14",4,1,4
"SO55533","271","16784","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55533","277","16784","2013-04-02","2013-04-09","2013-04-14",159,1,159
"SO55534","321","16323","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55534","332","16323","2013-04-02","2013-04-09","2013-04-14",29,1,29
"SO55534","271","16323","2013-04-02","2013-04-09","2013-04-14",2,1,2
"SO55535","321","14631","2013-04-02","2013-04-09","2013-04-14",5,1,5
"SO55535","13","14631","2013-04-02","2013-04-09","2013-04-14",35,1,35
"SO55535","12","14631","2013-04-02","2013-04-09","2013-04-14",35,1,35
